ID,Show,Title,Artist,JD,Hunter,Steve,Dave,YACHTSKI,Cover Art
697,YON46,St. George and the Dragon,Toto,62,52,45,54,53.25,https://i.scdn.co/image/27bead5c394afaaf9efc9fa2c09573d3ff5a1097
694,YON23,Hold the Line,Toto,61,50,60,55,56.5,https://i.scdn.co/image/dedd97ed6f2f78405e0f127f96961b0276cef1bc
690,BYR12,I'll Be Over You,Toto,50,53,56,68,56.75,https://i.scdn.co/image/c14d8dae2223a1caa433392b2c6509d17dd6d061
683,BRC01,Good For You,Toto,47,61,64,55,56.75,https://i.scdn.co/image/f934fc64507ef928a246607f5a505f1bac9ea746
692,BYR77,Rockmaker,Toto,56,70,71,72,67.25,https://i.scdn.co/image/dedd97ed6f2f78405e0f127f96961b0276cef1bc
689,BYR07,Georgy Porgy,Toto,59,78,77,72,71.5,https://i.scdn.co/image/dedd97ed6f2f78405e0f127f96961b0276cef1bc
693,YON13,99,Toto,69,80,70,75,73.5,https://i.scdn.co/image/27bead5c394afaaf9efc9fa2c09573d3ff5a1097
682,BRC01,Waiting For Your Love,Toto,86,82,79,68,78.75,https://i.scdn.co/image/f934fc64507ef928a246607f5a505f1bac9ea746
695,YON32,Make Believe,Toto,92,91,93,92,92,https://i.scdn.co/image/f934fc64507ef928a246607f5a505f1bac9ea746
691,BYR44,Africa,Toto,90,91,97,94,93,https://i.scdn.co/image/f934fc64507ef928a246607f5a505f1bac9ea746
681,BRC01,Rosanna,Toto,95,89,100,99,95.75,https://i.scdn.co/image/f934fc64507ef928a246607f5a505f1bac9ea746
698,YON63,Overdue,Tyrone Davis,45,46,51,52,48.5,https://i.scdn.co/image/b75dbf18d3814997fc3f91361fa2cb2f7df5588f
699,YON66,Crazy,Valerie Carter,78,72,67,63,70,https://i.scdn.co/image/a8453adf1eb55d8856636744742f91461267035e
700,BYR05,I'll Wait,Van Halen,33,45,50,30,39.5,https://i.scdn.co/image/0f9c8f8e4825f04972d665f0cae9c4a17f2578a6
701,BRC01,Brown Eyed Girl,Van Morrison,4,12,15,8,9.75,https://i.scdn.co/image/c976593a5140c503e947097cdd128b4eb6952e6d
702,BYR14,Down in Cancun,Victor Feldman,47,52,52,48,49.75,https://img.discogs.com/AmsJDicgRWtQdW1o7HsDGIhdFCQ=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-3447375-1331689835.jpeg.jpg
703,YON11,Back Pocket,Vulfpeck,35,25,15,15,22.5,https://i.scdn.co/image/7038a05232624db4e4cffea9d308e8d3633fe492
704,YON20,Love Ain't Somethin',Wah Wah Watson,42,41,40,45,42,https://i.scdn.co/image/70f58e536f335e70efc2aa6f3250ee26ee294d50
705,YON60,Paging Audrey,Walter Becker,38,41,36,28,35.75,https://i.scdn.co/image/0908c5a83b52577cbdf06bf52f9e9fc962d5af65
706,YON09,Magnet and Steel,Walter Egan,42,34,38,35,37.25,https://i.scdn.co/image/f7256de57aa1604ab9e2d7d2216baabf6862fd3e
707,YON12,Regulate,Warren G,58.187,60,33.3,55,51.62175,https://i.scdn.co/image/be0dbbb06cb10653d6ee81055bc2c426e4dc1bbf
710,YON60,The Hula Hula Boys,Warren Zevon,11,13,10,8,10.5,https://i.scdn.co/image/f00459573394c628b03a0037c4bc7761e95034e5
708,YON25,Let Nothing Come Between You,Warren Zevon,21,20,13,15,17.25,https://i.scdn.co/image/f00459573394c628b03a0037c4bc7761e95034e5
709,YON26,Night Time in the Switching Yard,Warren Zevon,27,23,22,28,25,https://i.scdn.co/image/748d8da2dd8f5c2a460bb7bada719f5b39b33c50
711,YON18,Your Party,Ween,27,36,32,35,32.5,https://i.scdn.co/image/b0a49549f0bcd708f7f2d292c02b783d9ec345bf
712,YON42,Pandy Fackler,Ween,28,49,49,32,39.5,https://i.scdn.co/image/641ecbce5fc77e6044f94376bb1b2de1cff848be
714,YON25,With A Little Luck,Wings,17,29,21,27,23.5,https://i.scdn.co/image/b14ba78aadb0fa916876eb33cb83a0db93a2343d
500,YON04,Arrow Through Me,Wings,50,35,26,10,30.25,https://i.scdn.co/image/48f682dc6649b77e493a43d66c8f723f0dbdaad4
673,YON19,Yachting Types,Yachts,10,2,0,10,5.5,https://i.scdn.co/image/10088e9b0f2a9358a8fc328d327f11dd7a73cc5b
715,YON05,You Can Feel It,Young Gun Silver Fox,55,51,46,48,50,https://i.scdn.co/image/620e9c7356f411b9169395636d071143bd1a9557
